name,ab,url,strat,org,sector,type,region,country,city,submitted, 
Plantations Chocolate,"Produce the highest quality pure chocolate from bean to bar. They support the small chocolate industry and cocoa-producing countries through direct trade and education. They strive to empower cocoa farmers to adopt better farm management practices, protect the environment, ensure crops are free of harmful chemicals, and maximize their income.  ",https://www.plantations.se/om-chokladjenny/,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",,FOOD & BEVERAGES including agriculture and restaurants,- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Sunfleet,Carpool prodcured by the municipality for work related travels which even opens up to the generel public to use the carpool after office hours.,https://www.sunfleet.com/bilpooler/umea/?gclid=EAIaIQobChMImPPEke6T2QIVExsYCh0SMgIgEAAYASAAEgIym_D_BwE,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Spacetime,"Mobility service integrating lots of travel alternatives, incl. booking systems, and CO2 statistics - which helps organizations travel smarter, faster and more sustainable",https://www.spacetime.se/om-spacetime/,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Movebybike,"They transport and move goods by bike and trailer up to 300kg / 3m³ per load. MOVEBYBiKE offers environmentally friendly, cheap and city-based transports by bike.",http://www.movebybike.se/sv/Boka,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Sweden,,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Ecoride,Ecoride gives the public an easy opportunity to contribute to a better environment by choosing taxi service with urban electric vehicles.,https://www.ecoride.se,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
CAICLA,Caiclamakes life easier by collecting recyclables at your doorstep for you and transports it to the municipal recycling station. ,http://www.caicla.se,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
U-bike,"The bicycle is climatic, it can be loaded with up to one hundred kilos and replaces many car trips in town. The box is spacious and equipped so that children can go in it - perfect when you go shopping or doing excursions. Because the U-bikes drawbikes are electric, it's easy to cycle further distances with them. A fully charged battery lasts for about eight miles.",http://www.umea.se/umeakommun/trafikochinfrastruktur/trafikochgator/cyklingochcykelvagar/cykeluthyrningubike.4.6f3de84115364d8ee05b9c1.html,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Umeå Energi,"The only energy company in Sweden giving private housholds the possibility to longterm lease solar panels and create energy on their own roof. It implies a monnthly fee instead of a big investment needed connected to loans, e.g. Offering this solution to many more customers like new homeowners.",http://www.umeaenergi.se/el/solceller?gclid=EAIaIQobChMImKHW9fKT2QIV2MmyCh1Jnw7DEAAYASAAEgJK5vD_BwE,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Umeå Kommun fritid,Rent a room for organizations and activities ,http://www.umea.se/umeakommun/kulturochfritid/foreningarforeningsliv.4.bbd1b101a585d7048000156121.html,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Björkstadens miljöbilpool,Their goal is to offer individuals a local alternativeof carsharing that is both environmentally and financially sustainable.,http://www.miljobilpool.se,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management","Support (investment, consulting, media, etc)",Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Delbar.se,"Helping people share what they have within social network groups, creating a secure sharing platform. Sharing with theirextra  security packages, gets you insured and is easy to be paid for through the app.",https://www.delbar.se/om-delbar,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Red cross,"Their Second Hand activity is based on commitment, volunteering and participation and today there are close to 300 Red Cross Second Hand stores around Sweden. ",https://www.redcross.se/second-hand/,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,FASHION and other textiles,"Support (investment, consulting, media, etc)",Global,Global,,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Myrorna,They collect clothing and gadgets that can be reused. Their financial surplus from the sale goes to the Salvation Army's social work in Sweden. Their mission also consists in contributing to sustainable social change by getting more Swedes to reuse. But also by getting more people far from the labor market to get work experience.,https://www.myrorna.se,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",,FASHION and other textiles,"Support (investment, consulting, media, etc)",Europe,Sweden,,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
City farming on public ground,The municipality is giving associations the possibility to use public space for growing food intitiaves in e.g. public parks around the city.,http://www.umea.se/umeakommun/byggaboochmiljo/naturvardparker/stadsodling.4.14764e7714dfe69f34f8133.html,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Umea Municipality,FOOD & BEVERAGES including agriculture and restaurants,Government,Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Renting tools at home depot chain Clas Ohlson,You are able to rent tools ,https://www.clasohlson.com/se/campaign/co_hyr-hos-clas-ohlson,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Clas ohlsson,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Phone Hero,"Instead of buying new technology, they help us fix them. They repair over 1000 iPhone, iPad and other Smartphones.",https://phonehero.se/store/umea-renmarkstorget-10/?gclid=EAIaIQobChMIxOvUhfiY2QIViqQYCh0V-AfoEAAYAiAAEgK_3PD_BwE,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Sandgren Electronics AB,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- Private sector (undefined),Europe,Sweden,,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Karma,"Karma is an app, connecting resturants, cafees and other food companies to sell their unsold food cheeper to minimize the food waste at the end of the day.",http://karma.life/sv/,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",Karma,FOOD & BEVERAGES including agriculture and restaurants,- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
ResQ,"Their goal is simple: less waste, more respect for quality. They save good food from turning into waste, help local businesses get better results, and protect the environment.",https://www.resq-club.com/en/,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",,FOOD & BEVERAGES including agriculture and restaurants,- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Food2Change,"Collaborates with supermarkets to rescue groceries that has expired, but is still edible - and works with social organisations to give food to  homeless shelters, or people with low income. ",http://www.food2change.se,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",,FOOD & BEVERAGES including agriculture and restaurants,"Support (investment, consulting, media, etc)",Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Ge healthcare,GE Healthcare in Umeå refurbishes many of its product models and sells them at competitive prices and same guarantee globally.,http://www3.gehealthcare.com/en/products/categories/goldseal_-_refurbished_systems,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",GE Healthcare ,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Private sector (undefined),Europe,Sweden,,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Hällnäs handelsträdgård,Uses excess heat in their greenhouses supplied by a nearby saw mill.,http://www.hallnas.nu,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Bioendev,"Develop and supply high-tech systems that enables the most efficient refining of biomass for use in CHP systems, conversion to fuels and production of green chemicals.",http://www.bioendev.se,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Envigas,"Envigas delivers thermochemical processes to turn organic residuals into value. Any organic material can be used to produce biochar and energy using our processes. Wood, bark or sawdust from the forests, stalks, husks or straw from the agro-sector or even slurrys such as manure or waste water sludge can be turned into value using their processes.",https://www.envigas.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Private sector (undefined),Europe,Sweden,Umeå,CEC Umeå Mapping Organizer: Laura Vijde,https://www.circulareconomyclub.com/circular-economy-mapping-week/umea-mapping-session-laura-vidje/
Water regeneration for the irrigation of the golf course.,"Wastewater reuse system from the sewage station of Terrassa  with tertiary treatment, by irrigation of the field that does not contaminate wetlands",http://www.realclubdegolfelprat.com/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Real Club de Golf el Prat,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Other,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Reuse of pallets,"Pallets from single-use customers, repaired to be used again.",teb.org,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",TEB Vallès,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Europe,Spain,Castellar del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Integrated water management in the property ,Take advantage of rainwater for consumption. Debugging with natural irrigation treatments,www.lagota.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Lagota,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",- SME,Europe,Spain,Sabadell (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
"DEMOWARE FP71, innovative initiatives for water regeneration",Water reuse from the sewage station for the recreational and service use,https://eurecat.org/es,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",EURECAT,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Education,Europe,Spain,Cerdanyola del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Eco-Management and Audit Scheme (EMAS) network of resources and reuse,The interaction between EMAS organizations that have materials that other organizations can use or need to carry their projects out. ,www.clubemas.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",CLUB EMAS,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Other,Europe,Spain,Barcelona (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Master’s degree final project. Circular economy: The wood sector in Catalonia. ,Study the possibility to apply a circular model to the wood sector in Catalonia,www.clubemas.cat,OTHER,Alex Mate Arus,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Education,Europe,Spain,Cerdanyola del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Educational service of waste ,"Awareness-raising and environmental education tasks through the realization of workshops, events, informative campaigns, activities, exchange spaces, etc.",www.rubi.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Ajuntament de Rubí,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Rubí (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
"Revaluation and recycling of aggregates, sands and escoceses",Reuse waste to make recycled aggregates for using in construction. ,http://www.sorresigravesegara.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …","Sorres i Graves Egara, S.A.","MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- SME,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Compostable capsules with organic coffee compatible with Nespresso,"Production of capsules with renewable materials, compostable and compatible with Nespresso with coffee of fair and/or ecological trade.",www.cafesnovell.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Cafès Novell S.A.,FOOD & BEVERAGES including agriculture and restaurants,- National Corporate,Europe,Spain,Vilafranca del Penedès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Industrial Symbiosis: Revalue the surplus resources. ,"The strategy applied to the companies located in the economic activity polygons (EAP) through the commercial exchange of surplus or by-products of the company and sharing assets, logistics and experience.",www.nodusbarbera.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Ajuntament de Barberà del Vallès,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Barberà del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Workshop on circular economic ideas. ,"Through the ""Desing Thinking"" methodology, activate collaboration between companies, universities, technology centres and users to promote the circular economy.",www.uab.cat/web/parc-de-reserca,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Parc de resercas UAB,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Education,Europe,Spain,Cerdanyola del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Incorporate the circular economy into the centre's strategy.,Creation of a unit of the circular economy with the execution of research projects. ,www.leitat.org,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Leitat,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Education,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Rubí Shines,Reduction of resources: Energy saving and efficiency in the city of Rubí. ,https://www.rubi.cat/es/ayuntamiento/proyectos-estrategicos/rubibrilla,OTHER,Ajuntament de Rubí,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Rubí (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Circular resources platform at the Metropolitan Area of Barcelona. ,"Make the access easier to professionals, good practices and documentation in circular economy in municipalities and companies",www.amb.cat,OTHER,AMB,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Government,Europe,Spain,Barcelona (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
L'Ambiteca de Sant Cugat,"Reconvert waste collection in a cosy, innovative and suitable space for families and people of all ages where they exchange, reuse, learn and enjoy. Besides generating jobs.",www.santcugat.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Ajuntament de Sant Cugat,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Sant Cugat del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Ecoindustry: Promotion of circular economy models,"Promote the transition of companies towards a circular economy based on the principles of ""Cradle to cradle"", focusing, above all, on industrial ecology. ",www.ecointelligentgrowth.net,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Eco Intelligent Growth,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",- SME,Europe,Spain,Sant Cugat del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Use of waste/biomass. Energy and material recovery.,"Use of fuel biomass, reduction of raw material extraction and reduction of electrical and thermal consumption.",www.lafargeholcim.com,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Lafarge Holcim,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Multinational Corporate,Europe,Spain,Montcada i Reixac (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Do not limit the service life of the products.,Lightning and energetic studies. ,www.prososphera.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Prososphera S.L.,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- SME,Europe,Spain,Rubí (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Use of waste as raw material and fuel.,"Regenerate waste, be efficient and fight for climate change to reduce CO2 emissions. ",www.lafargeholcim.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Lafarge Holcim,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Multinational Corporate,Europe,Spain,Montcada i Reixac (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Sustainability consultancy service ,Advice to the associated companies in sustainability and circular economy and its divulgation. ,www.centrem.cat/consultoria-sostenibilitat.asp,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",Centre Metal·lúrgic,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Other,Europe,Spain,Sabadell (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Recovery of materials and components from the Waste Electrical and Electronic Equipment (WEEE),Preparation for the reuse of WEEE for recovered devices,www.acsrecycling.cat,"PRODUCT LIFE EXTENSION: e.g.: reuse, share, redistribute, donate, repair, remanufacture, …",ACS Recycling Electronics de Catalunya S.L,"CONSUMER PRODUCTS & ELECTRONICS: mobile phones, computers, hygiene products, toys, etc",- SME,Europe,Spain,Sant Quirze del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Catalonia Circular Observatory,"Create a reference to the circular economy that provides knowledge and information in order to give coherence and visibility to the efforts being made from different levels and areas of action, both public and private.",www.gencat.cat,OTHER,Generalitat de Catalunya,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Catalunya (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Industrial Symbiosis: reevaluating the surplus resources,"The execution of an intense communication campaign to disseminate the concept and advantages of the Industrial Symbiosis, and the development of a collection of ""symbiotic"" good practices between the business fabric of the industrial polygons",www.sabadellempresa.cat,"BUSINESS MODELS: e.g.: product as a service, rent, re-sell, lease, ...",PES S.L.,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Sabadell (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Production of artificial land based on mineral waste and organic waste,"Artificial land regeneration based on quarry waste, various organic waste and agronomic compounds",www.sabadellempresa.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Eugenia Hernandez Casino,FOOD & BEVERAGES including agriculture and restaurants,Other,Europe,Spain,Setmenat (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Recovery of water to rinse and optimize CIP (Cleaning in place) in the food industry.,Water saving and reduction of purification cost through the re-use of final rinse water with CIP.,www.sabadellempresa.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Eugenia Hernández Casino,FOOD & BEVERAGES including agriculture and restaurants,Other,Europe,Spain,Polinyà (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Revaluating the surplus resources,"Promote new business models in the surroundings of the polygons that, through cooperation and the union of synergies between the implemented companies, benefit from improvements in the efficiency and the use of both material resources as water and energy.",www.santquirzevalles.cat,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",Ajuntamente de Sant Quirze del Vallès,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Government,Europe,Spain,Sant Quirze del Vallès (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Integrated and/or sustainable management of cork waste (Ecorkwaste),Revaluate cork waste. Built-up wetlands. Take advantage of the first two extractions of cork to eliminate nitrates derived from the cork industry.,http://www.ecorkwaste.eu/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",UPC / Càtedra UNESCO de Sosteneibilitat,"OTHER: Financial services, professional services, healthcare, education, tourism, etc.",Education,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
"AQUARISC. Vulnerability and risk in potable water systems in Cauca, Colombia. Circulation of the Coffee Technology Park.",Reuse and revaluate coffee waste. Make a circular economy strategy. Technological park of coffee (Tecnicafè) constructed a wetland to eliminate nitrates and to improve the quality of the water of Tecnicafè with waste of the industry,http://aquarisc.com/,"WASTE AS A RESOURCE: e.g.: recycling, compost, energy from waste, …",UPC / Càtedra UNESCO de Sosteneibilitat / Campus Terrassa,FOOD & BEVERAGES including agriculture and restaurants,Education,Europe,Spain,Terrassa (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
"Optimization of energetic consumption of electricity, water and gas in 9 high schools. ",Installation of sensors. BBPP Protocol for saving during the activity and the relapses. Training users how to save energy. Compare between similar buildings and final audit for improvements by investment or supplier,www.iotip.tech,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Mercaconsult,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Other,Europe,Spain,"Castelar del Vallès, Viladecavalls, Terrassa i Sabadell (Spain)",CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
Rehabilitation industrial ship. High value-added office accommodation.,"Rehabilitation of textile industrial warehouse in a sustainable way. Installation of adiabatic air conditioning system and industrial heating system. Accommodation of 15 companies. 100% employment in one year. Consumption in 65% of heating, electricity, cleaning. ",https://byinfinitum.com/,OTHER,Mercaconsult,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Other,Europe,Spain,Sabadell (Spain),CEC Vallès Occidental Mapping Organizer: Consell Comarcal del Vallès Occidental ,https://www.circulareconomyclub.com/circular-economy-mapping-week/valles-occidental-mapping-session-teresa-zamora/
